Driver,Year,RaceName,q_delta,fp3_delta,fp2_delta,fp1_delta,weighted_pace_delta,sessions_available,quali_position,pace_consistency,Constructor,constructor_avg_delta,FinishPosition,Relevance
PIA,2025,United States Grand Prix,,,,,0.0,2,7,0.0,McLaren,0.0,5,16
RUS,2025,United States Grand Prix,,,,,0.0,2,4,0.0,Mercedes,0.0,6,15
HAD,2025,United States Grand Prix,0.65,,,,0.0,2,20,0.0,Racing Bulls,0.0,16,5
LEC,2025,United States Grand Prix,,,,,0.0,2,3,0.0,Ferrari,0.0,3,18
BEA,2025,United States Grand Prix,,,,,0.0,2,9,0.0,Haas F1 Team,0.0,9,12
COL,2025,United States Grand Prix,,,,,0.0,2,17,0.0,Alpine,0.0,17,4
TSU,2025,United States Grand Prix,,,,,0.0,2,13,0.0,Red Bull Racing,0.0,7,14
GAS,2025,United States Grand Prix,,,,,0.0,2,14,0.0,Alpine,0.0,19,2
VER,2025,United States Grand Prix,,,,,0.0,2,1,0.0,Red Bull Racing,0.0,1,20
SAI,2025,United States Grand Prix,,,,,0.0,2,8,0.0,Williams,0.0,20,1
BOR,2025,United States Grand Prix,,,,,0.0,2,18,0.0,Kick Sauber,0.0,18,3
STR,2025,United States Grand Prix,,,,,0.0,2,16,0.0,Aston Martin,0.0,12,9
HUL,2025,United States Grand Prix,,,,,0.0,2,11,0.0,Kick Sauber,0.0,8,13
ALB,2025,United States Grand Prix,,,,,0.0,2,15,0.0,Williams,0.0,14,7
NOR,2025,United States Grand Prix,,,,,0.0,2,2,0.0,McLaren,0.0,2,19
HAM,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,3,0.0,Ferrari,0.1016,8,13
OCO,2025,Mexico City Grand Prix,,,,,0.0,4,12,0.0,Haas F1 Team,0.1016,9,12
ALO,2025,Mexico City Grand Prix,,,,,0.0,4,15,0.0,Aston Martin,0.1016,18,3
ANT,2025,Mexico City Grand Prix,,,,,0.0,4,6,0.0,Mercedes,0.1016,6,15
LAW,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,13,0.0,Racing Bulls,0.1016,20,1
PIA,2025,Mexico City Grand Prix,,,,,0.0,4,8,0.0,McLaren,0.1016,5,16
RUS,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,4,0.0,Mercedes,0.1016,7,14
HAD,2025,Mexico City Grand Prix,,,,,0.0,4,9,0.0,Racing Bulls,0.1016,13,8
LEC,2025,Mexico City Grand Prix,,,,,0.0,4,2,0.0,Ferrari,0.1016,2,19
BEA,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,10,0.0,Haas F1 Team,0.1016,4,17
COL,2025,Mexico City Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.1016,16,5
TSU,2025,Mexico City Grand Prix,,,,,0.0,4,11,0.0,Red Bull Racing,0.1016,11,10
GAS,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,18,0.0,Alpine,0.1016,15,6
VER,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,5,0.0,Red Bull Racing,0.1016,3,18
SAI,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,7,0.0,Williams,0.1016,17,4
BOR,2025,Mexico City Grand Prix,,,,,0.0,4,16,0.0,Kick Sauber,0.0,10,11
STR,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,19,0.0,Aston Martin,0.1016,14,7
HUL,2025,Mexico City Grand Prix,,,,,0.0,4,14,0.0,Kick Sauber,0.0,19,2
ALB,2025,Mexico City Grand Prix,,,,,0.0,4,17,0.0,Williams,0.1016,12,9
NOR,2025,Mexico City Grand Prix,,,,1.0165,0.2033,4,1,0.0,McLaren,0.1016,1,20
HAM,2025,São Paulo Grand Prix,,,,,0.0,2,12,0.0,Ferrari,0.0,18,3
OCO,2025,São Paulo Grand Prix,,,,,0.0,2,17,0.0,Haas F1 Team,0.0,12,9
ALO,2025,São Paulo Grand Prix,,,,,0.0,2,11,0.0,Aston Martin,0.0,14,7
ANT,2025,São Paulo Grand Prix,,,,,0.0,2,2,0.0,Mercedes,0.0,2,19
LAW,2025,São Paulo Grand Prix,,,,,0.0,2,9,0.0,Racing Bulls,0.0,7,14
PIA,2025,São Paulo Grand Prix,,,,,0.0,2,5,0.0,McLaren,0.0,5,16
RUS,2025,São Paulo Grand Prix,,,,,0.0,2,7,0.0,Mercedes,0.0,4,17
HAD,2025,São Paulo Grand Prix,,,,,0.0,2,8,0.0,Racing Bulls,0.0,8,13
LEC,2025,São Paulo Grand Prix,,,,,0.0,2,4,0.0,Ferrari,0.0,19,2
BEA,2025,São Paulo Grand Prix,,,,,0.0,2,3,0.0,Haas F1 Team,0.0,6,15
COL,2025,São Paulo Grand Prix,,,,,0.0,2,18,0.0,Alpine,0.0,15,6
TSU,2025,São Paulo Grand Prix,,,,,0.0,2,19,0.0,Red Bull Racing,0.0,17,4
GAS,2025,São Paulo Grand Prix,,,,,0.0,2,6,0.0,Alpine,0.0,10,11
VER,2025,São Paulo Grand Prix,,,,,0.0,2,16,0.0,Red Bull Racing,0.0,3,18
SAI,2025,São Paulo Grand Prix,,,,,0.0,2,15,0.0,Williams,0.0,13,8
BOR,2025,São Paulo Grand Prix,0.474,,,,0.0,2,20,0.0,Kick Sauber,0.0,20,1
STR,2025,São Paulo Grand Prix,,,,,0.0,2,13,0.0,Aston Martin,0.0,16,5
HUL,2025,São Paulo Grand Prix,,,,,0.0,2,10,0.0,Kick Sauber,0.0,9,12
ALB,2025,São Paulo Grand Prix,,,,,0.0,2,14,0.0,Williams,0.0,11,10
NOR,2025,São Paulo Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,1,20
HAM,2025,Las Vegas Grand Prix,,,,,0.0,4,20,0.0,Ferrari,0.0,8,13
OCO,2025,Las Vegas Grand Prix,,,,,0.0,4,13,0.0,Haas F1 Team,0.0,9,12
ALO,2025,Las Vegas Grand Prix,,,,,0.0,4,7,0.0,Aston Martin,0.0,11,10
ANT,2025,Las Vegas Grand Prix,,,,,0.0,4,17,0.0,Mercedes,0.0,3,18
LAW,2025,Las Vegas Grand Prix,,,,,0.0,4,6,0.0,Racing Bulls,0.0,14,7
PIA,2025,Las Vegas Grand Prix,,,,,0.0,4,5,0.0,McLaren,0.0,20,1
RUS,2025,Las Vegas Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,2,19
HAD,2025,Las Vegas Grand Prix,,,,,0.0,4,8,0.0,Racing Bulls,0.0,6,15
LEC,2025,Las Vegas Grand Prix,,,,,0.0,4,9,0.0,Ferrari,0.0,4,17
BEA,2025,Las Vegas Grand Prix,,,,,0.0,4,14,0.0,Haas F1 Team,0.0,10,11
COL,2025,Las Vegas Grand Prix,,,,,0.0,4,15,0.0,Alpine,0.0,15,6
TSU,2025,Las Vegas Grand Prix,,,,,0.0,4,19,0.0,Red Bull Racing,0.0,12,9
GAS,2025,Las Vegas Grand Prix,,,,,0.0,4,10,0.0,Alpine,0.0,13,8
VER,2025,Las Vegas Grand Prix,,,,,0.0,4,2,0.0,Red Bull Racing,0.0,1,20
SAI,2025,Las Vegas Grand Prix,,,,,0.0,4,3,0.0,Williams,0.0,5,16
BOR,2025,Las Vegas Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.0,17,4
STR,2025,Las Vegas Grand Prix,,,,,0.0,4,12,0.0,Aston Martin,0.0,18,3
HUL,2025,Las Vegas Grand Prix,,,,,0.0,4,11,0.0,Kick Sauber,0.0,7,14
ALB,2025,Las Vegas Grand Prix,,,,,0.0,4,16,0.0,Williams,0.0,16,5
NOR,2025,Las Vegas Grand Prix,,,,,0.0,4,1,0.0,McLaren,0.0,19,2
HAM,2025,Qatar Grand Prix,,,,,0.0,2,18,0.0,Ferrari,0.0,12,9
OCO,2025,Qatar Grand Prix,,,,,0.0,2,17,0.0,Haas F1 Team,0.0,15,6
ALO,2025,Qatar Grand Prix,,,,,0.0,2,7,0.0,Aston Martin,0.0,7,14
ANT,2025,Qatar Grand Prix,,,,,0.0,2,5,0.0,Mercedes,0.0,5,16
LAW,2025,Qatar Grand Prix,,,,,0.0,2,12,0.0,Racing Bulls,0.0,9,12
PIA,2025,Qatar Grand Prix,,,,,0.0,2,1,0.0,McLaren,0.0,2,19
RUS,2025,Qatar Grand Prix,,,,,0.0,2,4,0.0,Mercedes,0.0,6,15
HAD,2025,Qatar Grand Prix,,,,,0.0,2,6,0.0,Racing Bulls,0.0,18,3
LEC,2025,Qatar Grand Prix,,,,,0.0,2,10,0.0,Ferrari,0.0,8,13
BEA,2025,Qatar Grand Prix,,,,,0.0,2,13,0.0,Haas F1 Team,0.0,19,2
COL,2025,Qatar Grand Prix,,,,,0.0,2,20,0.0,Alpine,0.0,14,7
TSU,2025,Qatar Grand Prix,,,,,0.0,2,16,0.0,Red Bull Racing,0.0,10,11
GAS,2025,Qatar Grand Prix,,,,,0.0,2,9,0.0,Alpine,0.0,16,5
VER,2025,Qatar Grand Prix,,,,,0.0,2,3,0.0,Red Bull Racing,0.0,1,20
SAI,2025,Qatar Grand Prix,,,,,0.0,2,8,0.0,Williams,0.0,3,18
BOR,2025,Qatar Grand Prix,,,,,0.0,2,14,0.0,Kick Sauber,0.0,13,8
STR,2025,Qatar Grand Prix,,,,,0.0,2,19,0.0,Aston Martin,0.0,17,4
HUL,2025,Qatar Grand Prix,,,,,0.0,2,11,0.0,Kick Sauber,0.0,20,1
ALB,2025,Qatar Grand Prix,,,,,0.0,2,15,0.0,Williams,0.0,11,10
NOR,2025,Qatar Grand Prix,,,,,0.0,2,2,0.0,McLaren,0.0,4,17
HAM,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,16,0.0,Ferrari,0.041,8,13
OCO,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,9,0.0,Haas F1 Team,0.041,7,14
ALO,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,6,0.0,Aston Martin,0.0819,6,15
ANT,2025,Abu Dhabi Grand Prix,,,,,0.0,4,8,0.0,Mercedes,0.0,15,6
LAW,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,14,0.0,Racing Bulls,0.041,18,3
PIA,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,3,0.0,McLaren,0.041,2,19
RUS,2025,Abu Dhabi Grand Prix,,,,,0.0,4,4,0.0,Mercedes,0.0,5,16
HAD,2025,Abu Dhabi Grand Prix,,,,,0.0,4,10,0.0,Racing Bulls,0.041,17,4
LEC,2025,Abu Dhabi Grand Prix,,,,,0.0,4,5,0.0,Ferrari,0.041,4,17
BEA,2025,Abu Dhabi Grand Prix,,,,,0.0,4,12,0.0,Haas F1 Team,0.041,12,9
COL,2025,Abu Dhabi Grand Prix,,,,,0.0,4,20,0.0,Alpine,0.041,20,1
TSU,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,11,0.0,Red Bull Racing,0.041,14,7
GAS,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,19,0.0,Alpine,0.041,19,2
VER,2025,Abu Dhabi Grand Prix,,,,,0.0,4,1,0.0,Red Bull Racing,0.041,1,20
SAI,2025,Abu Dhabi Grand Prix,,,,,0.0,4,13,0.0,Williams,0.041,13,8
BOR,2025,Abu Dhabi Grand Prix,,,,,0.0,4,7,0.0,Kick Sauber,0.0,11,10
STR,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,15,0.0,Aston Martin,0.0819,10,11
HUL,2025,Abu Dhabi Grand Prix,,,,,0.0,4,18,0.0,Kick Sauber,0.0,9,12
ALB,2025,Abu Dhabi Grand Prix,,,,0.4095,0.0819,4,17,0.0,Williams,0.041,16,5
NOR,2025,Abu Dhabi Grand Prix,,,,,0.0,4,2,0.0,McLaren,0.041,3,18
